cvegeo,ciudad,municipio,cve_mun,calidad,fecha_local,temperature_media,temperature_min,temperature_max,relative_humidity_media,relative_humidity_min,relative_humidity_max,dew_point_media,dew_point_min,dew_point_max,wind_speed_media,wind_speed_min,wind_speed_max,pressure_media,pressure_min,pressure_max,precipitable_water_media,precipitable_water_min,precipitable_water_max,ghi_media,ghi_min,ghi_max,dni_media,dni_min,dni_max,dhi_media,dhi_min,dhi_max,n_horas,wind_direction_media
280030001,Altamira,Altamira,003,media,2020-01-10,22.26,19.361,26.098,89.677,70.719,100.0,20.333,19.361,21.63,3.241,1.331,4.827,1008.472,1004.574,1012.245,3.225,2.797,3.498,171.264,0.0,711.939,178.737,0.0,766.112,65.797,0.0,272.595,24,177.257
280030001,Altamira,Altamira,003,media,2020-01-11,20.376,17.819,23.799,65.29,36.402,100.0,12.771,8.007,21.038,4.259,1.236,7.428,1014.347,1006.574,1018.556,2.29,1.797,3.103,167.219,0.0,595.688,172.7,0.0,755.885,79.192,0.0,313.178,24,27.878
280030001,Altamira,Altamira,003,media,2020-01-12,19.413,15.376,23.368,67.162,46.98,82.086,12.847,10.468,16.026,1.507,0.6,1.9,1015.739,1012.583,1018.574,3.453,2.796,4.001,168.25,0.0,722.703,155.797,0.0,809.712,70.402,0.0,248.82,24,151.242
280030001,Altamira,Altamira,003,media,2020-01-13,20.924,17.667,24.982,79.357,58.177,99.42,16.981,14.76,19.528,1.707,0.564,2.402,1014.781,1012.611,1016.61,4.055,3.8,4.401,177.192,0.0,681.713,220.646,0.0,790.114,58.584,0.0,230.359,24,182.334
280030001,Altamira,Altamira,003,media,2020-01-14,21.426,18.425,24.774,90.92,74.092,100.0,19.763,18.425,20.793,1.771,0.996,2.705,1014.088,1011.556,1016.611,3.787,3.509,4.201,92.67,0.0,488.803,45.709,0.0,339.293,68.149,0.0,334.929,24,168.202
280030001,Altamira,Altamira,003,media,2020-01-15,22.507,20.266,25.902,92.587,77.005,100.0,21.148,20.266,21.898,2.276,1.229,3.7,1013.345,1011.556,1014.574,3.636,2.811,4.1,48.906,0.0,273.823,34.335,0.0,540.492,39.162,0.0,163.859,24,143.0
280030001,Altamira,Altamira,003,media,2020-01-16,22.635,20.37,25.4,91.276,74.227,100.0,21.03,20.37,21.906,2.422,1.5,3.899,1015.394,1013.601,1017.556,3.499,2.7,4.2,87.709,0.0,483.358,53.812,0.0,508.994,62.68,0.0,331.797,24,108.315
280030001,Altamira,Altamira,003,media,2020-01-17,22.503,20.634,25.501,83.771,60.739,98.61,19.379,16.848,21.5,2.649,0.5,4.4,1015.384,1012.611,1017.624,3.223,2.606,4.195,155.607,0.0,689.127,165.315,0.0,867.084,63.556,0.0,291.202,24,113.567
280030001,Altamira,Altamira,003,media,2020-01-18,22.155,19.861,25.198,91.495,77.79,100.0,20.622,19.249,21.835,1.368,0.5,2.563,1014.932,1013.245,1016.556,4.71,4.297,4.943,63.309,0.0,249.411,11.342,0.0,136.943,59.135,0.0,228.323,24,58.747
280030001,Altamira,Altamira,003,media,2020-01-19,17.839,14.384,21.837,91.131,81.246,100.0,16.362,12.466,21.629,5.88,1.597,9.132,1020.074,1015.574,1024.574,4.32,3.897,4.743,37.592,0.0,214.633,0.539,0.0,6.364,37.213,0.0,209.997,24,0.899
280030001,Altamira,Altamira,003,media,2020-01-20,15.388,14.077,16.865,83.162,76.019,88.611,12.524,11.69,13.457,4.764,1.925,6.831,1026.017,1023.601,1028.574,3.653,3.296,3.838,40.877,0.0,218.245,0.85,0.0,7.784,40.376,0.0,213.358,24,334.38
280030001,Altamira,Altamira,003,media,2020-01-21,16.4,14.112,18.818,80.571,69.463,89.332,12.974,11.814,14.323,1.931,1.197,2.999,1022.95,1019.574,1025.611,2.853,2.6,3.201,101.773,0.0,511.827,61.507,0.0,492.487,77.676,0.0,358.512,24,227.544
280030001,Altamira,Altamira,003,media,2020-01-22,18.814,14.979,22.723,86.38,72.562,96.53,16.398,13.941,18.53,2.922,1.597,4.898,1012.668,1008.198,1018.574,3.508,3.0,4.1,181.566,0.0,702.653,218.944,0.0,812.684,61.214,0.0,289.706,24,181.311
280030001,Altamira,Altamira,003,media,2020-01-23,20.597,18.597,23.223,92.06,78.277,99.983,19.195,18.593,19.938,1.319,0.394,2.07,1010.009,1008.574,1012.574,3.966,3.604,4.4,112.157,0.0,510.268,39.199,0.0,301.921,87.934,0.0,319.889,24,153.133
280030001,Altamira,Altamira,003,media,2020-01-24,20.937,19.161,23.728,90.379,76.984,99.988,19.214,18.823,19.927,3.228,1.001,5.292,1013.635,1011.601,1015.611,3.567,3.4,3.7,54.999,0.0,236.166,21.482,0.0,165.963,49.27,0.0,226.674,24,43.832
280030001,Altamira,Altamira,003,media,2020-01-25,21.415,19.464,24.287,89.461,75.234,98.982,19.528,18.821,20.135,2.161,1.037,3.43,1012.481,1009.574,1015.245,4.354,3.705,4.6,162.411,0.0,671.588,135.771,0.0,683.7,82.805,0.0,296.644,24,132.236
280030001,Altamira,Altamira,003,media,2020-01-26,21.88,20.033,24.666,90.664,75.961,98.977,20.203,19.82,20.899,1.256,0.501,2.264,1011.264,1009.245,1013.556,4.21,3.539,4.901,62.961,0.0,262.081,4.286,0.0,61.741,60.985,0.0,233.604,24,201.184
280030001,Altamira,Altamira,003,media,2020-01-27,21.939,18.826,26.48,86.813,60.724,100.0,19.35,18.252,20.497,1.991,0.6,4.39,1010.013,1007.584,1012.556,3.024,2.5,3.5,216.245,0.0,783.974,303.804,0.0,878.053,44.58,0.0,127.504,24,163.505
280030001,Altamira,Altamira,003,media,2020-01-28,22.476,19.658,26.877,88.38,65.449,100.0,20.242,19.658,20.827,2.029,0.7,3.661,1007.625,1004.574,1011.574,2.856,2.637,3.102,209.846,0.0,764.317,267.623,0.0,794.046,57.614,0.0,186.504,24,158.27
280030001,Altamira,Altamira,003,media,2020-01-29,18.71,15.703,22.096,67.549,46.254,100.0,12.146,9.788,19.759,3.331,1.501,5.17,1013.376,1011.556,1016.574,2.175,1.697,2.937,201.636,0.0,778.645,245.537,0.0,852.405,71.804,0.0,395.604,24,47.165
280030001,Altamira,Altamira,003,media,2020-01-30,20.051,16.488,23.516,69.994,55.964,88.711,14.259,10.932,18.35,2.27,0.939,3.902,1009.073,1005.574,1011.611,2.971,2.4,3.797,49.271,0.0,196.354,1.403,0.0,14.33,48.507,0.0,193.508,24,149.156
280030001,Altamira,Altamira,003,media,2020-01-31,19.109,17.483,20.915,82.889,70.066,92.534,16.053,15.049,17.753,4.555,3.169,5.532,1013.519,1009.624,1018.198,3.242,3.002,3.797,75.429,0.0,264.362,5.968,0.0,56.911,72.664,0.0,256.534,24,13.936
280030001,Altamira,Altamira,003,media,2020-02-01,18.138,15.681,21.759,71.357,46.744,93.141,12.434,9.702,16.146,3.828,0.63,6.533,1021.018,1018.198,1023.574,2.903,2.606,3.434,87.33,0.0,450.594,45.418,0.0,438.649,68.006,0.0,344.682,24,34.054
280030001,Altamira,Altamira,003,media,2020-02-02,18.339,14.881,21.59,72.697,57.517,89.338,13.212,11.125,16.726,2.142,0.497,3.801,1018.1,1014.574,1022.185,3.01,2.696,3.7,140.362,0.0,549.151,88.419,0.0,692.613,93.693,0.0,360.733,24,191.115
280030001,Altamira,Altamira,003,media,2020-02-03,21.252,17.989,25.299,84.247,68.684,94.729,18.378,16.731,20.221,2.841,1.529,4.035,1010.652,1007.556,1013.61,3.911,3.8,4.2,148.684,0.0,686.089,99.851,0.0,566.506,86.353,0.0,312.913,24,185.626
280030001,Altamira,Altamira,003,media,2020-02-04,22.5,20.263,25.966,90.485,71.502,100.0,20.73,20.262,21.598,2.989,1.531,4.497,1006.352,1002.611,1009.556,4.015,3.606,4.201,105.578,0.0,545.988,30.619,0.0,289.5,83.751,0.0,359.924,24,179.85
280030001,Altamira,Altamira,003,media,2020-02-05,22.529,18.66,26.872,87.534,67.115,100.0,20.195,17.244,21.432,2.241,1.196,4.068,1001.961,998.574,1004.556,3.581,3.137,3.902,52.314,0.0,267.585,1.667,0.0,13.704,51.253,0.0,256.583,24,153.563
280030001,Altamira,Altamira,003,media,2020-02-06,16.81,12.704,21.871,66.027,44.887,90.487,10.045,7.331,16.077,4.891,0.997,7.599,1008.277,1004.574,1011.61,1.851,1.339,2.992,95.38,0.0,337.672,36.406,0.0,476.217,87.622,0.0,332.926,24,34.494
280030001,Altamira,Altamira,003,media,2020-02-07,18.574,14.111,22.425,75.522,61.819,91.461,14.04,10.42,17.826,2.904,0.897,4.897,1011.601,1008.583,1013.574,2.175,1.596,2.801,133.845,0.0,565.895,36.5,0.0,272.959,108.801,0.0,449.87,24,170.221
280030001,Altamira,Altamira,003,media,2020-02-08,21.563,19.355,24.895,87.265,72.499,99.989,19.258,17.99,20.361,2.336,0.726,4.395,1013.044,1010.584,1015.574,3.093,2.896,3.598,99.972,0.0,515.133,32.325,0.0,406.479,83.141,0.0,278.3,24,139.375
280030001,Altamira,Altamira,003,media,2020-02-09,22.671,19.768,26.469,91.642,75.013,100.0,21.125,19.768,22.138,2.764,1.23,4.802,1010.878,1007.556,1013.574,3.672,3.201,4.097,221.75,0.0,795.568,266.66,0.0,785.823,61.268,0.0,190.523,24,166.638
280030001,Altamira,Altamira,003,media,2020-02-10,23.436,20.97,27.006,90.712,73.716,100.0,21.701,20.97,22.737,3.154,1.631,4.73,1008.072,1005.556,1010.556,3.777,3.499,4.011,171.319,0.0,703.183,164.558,0.0,780.102,76.082,0.0,310.976,24,135.988
280030001,Altamira,Altamira,003,media,2020-02-11,23.586,20.833,27.683,90.789,71.252,100.0,21.838,20.833,22.597,2.358,1.13,3.994,1006.59,1003.574,1008.583,3.353,2.811,3.904,171.216,0.0,620.438,134.388,0.0,495.891,99.433,0.0,403.534,24,135.558
280030001,Altamira,Altamira,003,media,2020-02-12,23.078,19.058,26.943,88.217,69.778,100.0,20.883,17.181,22.234,2.798,1.027,6.099,1006.601,1002.574,1011.245,4.1,3.411,4.407,169.368,0.0,729.486,167.103,0.0,814.403,78.196,0.0,389.06,24,62.421
280030001,Altamira,Altamira,003,media,2020-02-13,19.277,16.854,23.366,69.624,48.191,85.953,13.27,11.299,15.874,4.935,3.061,6.638,1014.977,1011.556,1018.574,3.737,3.397,4.339,111.002,0.0,416.606,66.836,0.0,204.566,69.093,0.0,251.57,24,22.184
280030001,Altamira,Altamira,003,media,2020-02-14,18.57,15.282,21.998,78.208,60.205,90.745,14.518,12.502,16.527,3.5,1.838,4.269,1020.083,1018.245,1022.574,3.684,3.302,4.139,111.692,0.0,414.043,64.5,0.0,193.164,70.962,0.0,259.794,24,17.76
280030001,Altamira,Altamira,003,media,2020-02-15,20.209,16.96,24.439,81.293,63.408,95.216,16.724,15.325,18.492,2.014,0.9,3.033,1016.303,1012.583,1019.574,3.917,3.806,4.101,208.038,0.0,769.647,210.799,0.0,787.951,80.338,0.0,346.838,24,169.906
280030001,Altamira,Altamira,003,media,2020-02-16,21.834,18.157,26.045,86.077,65.919,99.996,19.167,18.031,20.792,2.146,1.002,4.003,1011.552,1008.583,1014.556,3.756,3.511,3.906,197.746,0.0,650.217,197.364,0.0,760.714,81.869,0.0,334.789,24,166.98
280030001,Altamira,Altamira,003,media,2020-02-17,22.91,20.27,26.865,86.81,63.447,100.0,20.332,18.95,21.525,2.858,0.834,4.795,1008.255,1005.574,1010.556,2.794,2.2,3.9,212.151,0.0,769.947,212.351,0.0,884.456,78.875,0.0,378.693,24,164.111
280030001,Altamira,Altamira,003,media,2020-02-18,23.521,20.264,27.879,87.574,65.645,100.0,21.094,20.264,22.198,3.069,1.599,4.599,1008.447,1005.584,1011.574,2.33,2.2,2.6,213.154,0.0,849.603,246.023,0.0,869.571,69.645,0.0,328.522,24,143.308
280030001,Altamira,Altamira,003,media,2020-02-19,23.668,20.931,27.471,89.503,69.621,100.0,21.668,20.931,22.494,2.575,1.496,4.0,1013.683,1012.198,1015.624,3.334,2.7,3.7,154.213,0.0,707.183,161.75,0.0,773.777,71.402,0.0,253.649,24,75.367
280030001,Altamira,Altamira,003,media,2020-02-20,22.497,15.559,27.448,84.462,66.933,100.0,19.585,12.368,21.997,4.224,0.997,9.528,1016.11,1012.556,1024.556,3.36,3.106,3.6,206.101,0.0,790.51,210.78,0.0,801.716,74.083,0.0,273.999,24,68.564
280030001,Altamira,Altamira,003,media,2020-02-21,14.137,12.558,16.144,73.939,62.122,81.738,9.485,8.831,11.706,5.633,2.759,8.83,1027.858,1024.574,1030.601,2.999,2.896,3.103,62.643,0.0,212.677,16.457,0.0,190.552,58.047,0.0,202.97,24,352.378
280030001,Altamira,Altamira,003,media,2020-02-22,16.801,12.28,21.278,72.135,53.043,91.457,11.473,8.37,15.427,2.021,0.928,3.299,1022.029,1018.245,1027.556,2.885,2.806,2.937,168.005,0.0,689.887,118.35,0.0,500.787,102.624,0.0,384.107,24,103.741
280030001,Altamira,Altamira,003,media,2020-02-23,20.272,15.377,24.998,83.767,63.936,99.989,17.213,14.618,20.226,3.17,1.334,5.335,1012.502,1007.583,1017.574,3.309,2.806,4.4,224.05,0.0,826.691,247.016,0.0,873.84,68.267,0.0,336.464,24,176.044
280030001,Altamira,Altamira,003,media,2020-02-24,23.048,19.43,28.219,84.426,58.613,100.0,19.927,19.148,20.797,2.638,0.801,4.1,1005.804,1002.556,1008.574,3.386,2.801,4.4,246.754,0.0,862.977,296.243,0.0,850.451,62.553,0.0,303.155,24,155.696
280030001,Altamira,Altamira,003,media,2020-02-25,23.339,19.837,28.36,82.056,55.47,99.674,19.695,18.48,20.838,2.092,0.901,4.7,1005.868,1002.583,1008.556,3.373,3.101,3.8,225.195,0.0,841.562,199.211,0.0,730.693,92.256,0.0,315.409,24,165.932
280030001,Altamira,Altamira,003,media,2020-02-26,17.676,13.405,21.642,63.197,34.115,99.997,9.638,2.93,21.135,6.588,1.932,11.465,1020.352,1009.245,1025.574,2.766,1.734,4.5,75.429,0.0,336.054,30.043,0.0,480.649,66.87,0.0,333.092,24,20.102
280030001,Altamira,Altamira,003,media,2020-02-27,14.826,10.436,19.06,54.006,30.019,70.751,4.853,0.848,8.619,2.564,0.6,3.798,1024.512,1021.584,1027.574,1.711,1.637,1.797,264.824,0.0,915.634,328.109,0.0,915.081,55.876,0.0,199.783,24,73.302
280030001,Altamira,Altamira,003,media,2020-02-28,17.044,13.048,21.464,65.15,51.018,82.387,10.235,7.165,13.227,1.836,0.599,3.433,1023.895,1022.556,1025.611,1.997,1.634,2.407,262.903,0.0,923.499,326.905,0.0,928.264,50.401,0.0,145.087,24,99.848
280030001,Altamira,Altamira,003,media,2020-02-29,18.715,15.083,22.598,76.482,58.66,92.71,14.297,13.226,16.531,3.146,1.134,5.098,1019.56,1016.198,1023.611,2.535,2.4,3.1,181.53,0.0,780.057,146.054,0.0,767.307,102.967,0.0,434.972,24,171.024
280030001,Altamira,Altamira,003,media,2020-03-01,21.398,17.093,26.478,82.722,60.307,99.974,18.024,16.819,19.793,3.757,0.998,6.131,1010.458,1005.556,1015.556,3.037,2.7,3.311,239.283,0.0,867.981,275.957,0.0,885.555,62.731,0.0,238.787,24,154.745
280030001,Altamira,Altamira,003,media,2020-03-02,23.259,18.995,28.757,84.556,57.264,100.0,20.121,18.995,21.438,2.687,0.631,4.798,1004.777,1000.574,1008.574,2.94,2.496,3.401,268.151,0.0,913.159,336.608,0.0,883.226,52.085,0.0,152.094,24,144.648
280030001,Altamira,Altamira,003,media,2020-03-03,24.647,20.833,30.73,83.311,51.034,100.0,21.114,19.443,22.235,2.448,0.937,4.801,1001.391,997.556,1004.556,3.209,2.437,3.898,231.378,0.0,900.004,229.787,0.0,856.644,73.581,0.0,334.641,24,139.7
280030001,Altamira,Altamira,003,media,2020-03-04,25.394,21.599,33.407,71.989,33.541,99.966,18.923,15.184,22.029,2.986,0.539,7.731,1003.432,999.574,1011.245,2.676,1.801,3.7,238.483,0.0,927.827,238.444,0.0,928.453,67.655,0.0,318.251,24,57.137
280030001,Altamira,Altamira,003,media,2020-03-05,20.703,18.659,23.878,63.951,44.551,86.434,13.252,10.699,18.418,3.97,1.367,7.328,1018.124,1011.574,1022.574,2.635,2.497,3.0,175.787,0.0,698.076,72.533,0.0,371.551,120.105,0.0,419.577,24,21.128
280030001,Altamira,Altamira,003,media,2020-03-06,19.534,16.379,22.403,71.854,57.993,85.967,14.16,13.14,15.027,2.641,0.931,4.398,1023.849,1022.198,1026.198,3.03,2.7,3.406,170.311,0.0,676.994,99.508,0.0,640.272,109.975,0.0,467.396,24,31.878
280030001,Altamira,Altamira,003,media,2020-03-07,19.888,17.059,23.101,72.29,56.856,82.846,14.611,13.72,16.029,1.871,0.639,3.401,1021.214,1018.583,1023.574,3.184,2.939,3.306,206.555,0.0,785.221,159.662,0.0,763.435,103.794,0.0,423.964,24,79.119
280030001,Altamira,Altamira,003,media,2020-03-08,21.135,18.664,24.872,75.205,58.371,91.082,16.385,15.634,17.63,2.55,1.237,4.602,1018.033,1015.574,1019.574,3.428,3.109,3.6,131.196,0.0,519.526,33.98,0.0,307.0,107.87,0.0,401.067,24,143.044
280030001,Altamira,Altamira,003,media,2020-03-09,21.934,18.659,25.969,82.995,64.205,95.941,18.719,17.788,20.393,2.849,0.734,4.5,1017.019,1013.574,1019.574,3.794,3.6,4.401,190.008,0.0,680.104,167.166,0.0,785.569,92.586,0.0,360.723,24,142.804
280030001,Altamira,Altamira,003,media,2020-03-10,22.483,20.637,25.607,84.173,69.282,94.19,19.573,18.599,20.397,2.472,0.631,5.404,1018.253,1016.556,1019.583,4.099,3.5,4.5,84.6,0.0,427.38,19.311,0.0,218.15,75.856,0.0,339.866,24,111.202
280030001,Altamira,Altamira,003,media,2020-03-11,22.581,19.768,26.777,80.252,60.56,96.646,18.766,17.729,19.496,2.601,0.697,4.601,1014.302,1010.583,1017.574,3.298,3.0,3.643,275.708,0.0,932.309,318.738,0.0,869.926,58.917,0.0,155.063,24,170.551
280030001,Altamira,Altamira,003,media,2020-03-12,23.104,19.265,28.078,81.723,55.068,99.941,19.39,18.154,21.068,3.671,1.837,5.602,1008.712,1005.556,1011.556,3.623,3.406,3.8,256.045,0.0,890.856,271.865,0.0,809.009,78.772,0.0,323.398,24,155.68
280030001,Altamira,Altamira,003,media,2020-03-13,23.967,20.866,28.581,86.2,62.704,100.0,21.236,20.627,22.039,3.23,1.43,5.895,1009.243,1006.583,1012.556,3.563,3.304,3.811,153.348,0.0,742.317,105.871,0.0,626.954,94.379,0.0,405.909,24,137.044
280030001,Altamira,Altamira,003,media,2020-03-14,24.361,21.438,28.784,84.569,59.693,100.0,21.263,20.059,22.293,2.767,0.939,4.5,1012.35,1009.611,1014.556,3.314,3.2,3.6,197.261,0.0,786.989,187.64,0.0,749.197,88.371,0.0,395.458,24,118.79
280030001,Altamira,Altamira,003,media,2020-03-15,24.136,22.038,27.94,82.677,59.577,100.0,20.716,18.752,22.234,2.44,0.998,5.0,1014.907,1013.245,1016.574,3.406,3.1,3.711,253.621,0.0,923.617,258.193,0.0,879.393,75.537,0.0,324.033,24,104.828
280030001,Altamira,Altamira,003,media,2020-03-16,24.092,21.731,27.936,81.694,63.807,94.018,20.598,20.291,20.934,2.328,0.498,4.139,1013.899,1011.556,1016.245,3.58,3.409,3.71,220.721,0.0,854.313,165.577,0.0,671.466,109.918,0.0,449.299,24,120.166
280030001,Altamira,Altamira,003,media,2020-03-17,24.085,21.172,28.077,81.705,61.143,96.914,20.505,19.914,21.43,3.085,1.039,5.701,1012.263,1009.583,1014.245,3.678,3.411,3.901,266.503,0.0,915.568,300.084,0.0,848.684,69.305,0.0,275.525,24,141.591
280030001,Altamira,Altamira,003,media,2020-03-18,24.86,22.033,29.038,81.77,59.605,99.966,21.213,20.16,22.426,3.361,1.27,5.59,1011.465,1008.584,1013.611,3.758,3.4,4.104,267.065,0.0,935.176,296.121,0.0,843.045,64.39,0.0,221.585,24,144.295
280030001,Altamira,Altamira,003,media,2020-03-19,25.329,21.931,30.149,82.684,54.582,100.0,21.736,20.011,23.333,3.568,1.429,6.433,1009.564,1006.583,1011.574,3.211,2.8,3.602,256.797,0.0,932.849,268.399,0.0,876.76,76.532,0.0,293.734,24,148.063
280030001,Altamira,Altamira,003,media,2020-03-20,25.721,22.669,29.782,86.113,65.204,100.0,22.982,22.359,23.706,2.909,0.93,4.7,1012.057,1010.198,1015.198,3.871,3.311,4.268,146.511,0.0,601.82,66.217,0.0,322.471,111.049,0.0,401.454,24,92.265
280030001,Altamira,Altamira,003,media,2020-03-21,25.273,22.966,28.778,79.509,58.231,98.872,21.173,19.248,23.402,3.203,1.631,4.404,1015.178,1012.624,1017.601,3.178,2.743,3.811,280.074,0.0,942.15,310.544,0.0,865.402,65.586,0.0,208.019,24,91.85
280030001,Altamira,Altamira,003,media,2020-03-22,25.348,22.329,29.786,77.289,55.676,95.448,20.777,19.418,21.533,2.959,0.698,5.002,1013.142,1010.556,1015.245,2.701,2.1,3.2,279.437,0.0,966.718,322.747,0.0,917.818,59.951,0.0,245.115,24,133.625
280030001,Altamira,Altamira,003,media,2020-03-23,25.471,22.161,30.452,78.753,51.94,97.99,21.055,19.352,22.735,3.539,1.529,5.433,1012.333,1009.556,1015.198,2.608,2.2,2.9,293.353,0.0,982.581,347.434,0.0,908.104,56.604,0.0,176.187,24,150.117
280030001,Altamira,Altamira,003,media,2020-03-24,26.505,22.563,32.159,79.036,50.456,99.991,22.005,20.548,22.934,3.419,1.526,5.235,1008.35,1005.245,1010.574,2.63,2.406,2.941,285.265,0.0,981.969,316.019,0.0,887.347,64.026,0.0,210.045,24,146.551
280030001,Altamira,Altamira,003,media,2020-03-25,26.518,22.366,32.46,79.782,50.177,100.0,22.145,20.442,23.506,2.958,0.931,5.334,1007.196,1003.583,1009.556,2.169,2.0,2.399,290.163,0.0,985.621,319.218,0.0,885.421,65.694,0.0,198.126,24,135.434
280030001,Altamira,Altamira,003,media,2020-03-26,26.553,22.631,32.46,77.471,45.432,100.0,21.562,18.968,23.235,3.11,1.036,5.533,1006.051,1002.624,1009.556,1.994,1.707,2.2,307.244,0.0,1009.082,371.349,0.0,938.587,51.24,0.0,128.397,24,153.961
280030001,Altamira,Altamira,003,media,2020-03-27,26.815,23.067,32.249,81.269,53.807,99.936,22.829,21.355,24.034,3.379,1.129,5.996,1002.296,998.61,1004.574,2.298,1.904,2.971,266.067,0.0,955.118,259.388,0.0,831.027,90.364,0.0,421.926,24,125.491
280030001,Altamira,Altamira,003,media,2020-03-28,27.003,23.669,32.053,83.514,57.709,100.0,23.605,22.623,24.299,2.741,1.338,4.762,1003.464,1001.245,1006.615,3.65,3.204,4.411,250.425,0.0,913.423,196.511,0.0,691.543,100.2,0.0,298.699,24,93.808
280030001,Altamira,Altamira,003,media,2020-03-29,26.052,24.203,29.167,85.948,68.792,97.849,23.361,22.428,24.193,3.331,1.63,5.3,1009.65,1007.245,1012.556,4.344,3.972,4.6,209.554,0.0,746.049,118.683,0.0,541.044,127.889,0.0,474.755,24,72.821
280030001,Altamira,Altamira,003,media,2020-03-30,26.355,23.333,30.486,78.133,56.658,96.667,21.905,19.759,23.593,2.984,1.126,4.601,1008.768,1005.583,1011.574,3.573,2.908,3.912,248.313,0.0,920.901,211.975,0.0,738.147,95.702,0.0,399.225,24,134.38
280030001,Altamira,Altamira,003,media,2020-03-31,26.014,22.842,30.659,75.045,51.75,94.595,20.849,19.541,22.027,2.289,0.7,4.863,1008.781,1007.198,1010.601,4.246,3.009,4.91,217.82,0.0,692.873,150.551,0.0,538.848,122.93,0.0,423.874,24,96.704
280030001,Altamira,Altamira,003,media,2020-04-01,25.887,23.445,30.049,74.298,53.08,87.11,20.693,19.428,21.93,2.503,0.601,5.496,1008.2,1004.611,1010.61,4.531,4.208,4.813,224.407,0.0,782.657,147.55,0.0,552.194,128.614,0.0,442.179,24,99.738
280030001,Altamira,Altamira,003,media,2020-04-02,26.977,23.833,31.952,75.74,52.476,90.38,21.987,20.96,23.429,3.852,1.432,6.533,1005.686,1001.611,1008.574,4.468,4.306,4.574,271.381,0.0,938.315,229.363,0.0,731.489,100.026,0.0,332.0,24,145.498
280030001,Altamira,Altamira,003,media,2020-04-03,27.217,24.643,31.249,82.276,61.927,95.557,23.71,23.025,24.697,3.736,1.137,6.601,1004.359,1001.556,1006.574,4.641,4.104,5.011,236.735,0.0,907.64,165.12,0.0,708.903,106.33,0.0,405.885,24,118.804
